E,pt,eta,phi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356457,172076,-1.35242,-0.750978;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366872,143696,-1.58611,-1.23556;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245770,219093,0.45106,0.658901;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205371,194090,0.275143,1.06366;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419068,308063,0.820045,2.38609;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106922,96684.7,-0.362064,1.62311;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170671,155618,0.41922,-1.40112;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105167,102038,0.233278,0.105268;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282359,59908.5,-2.23171,-1.22725;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.03E+06,132901,2.73849,0.235746;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551064,94578.6,2.44765,-1.96632;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78282.3,68570.7,0.515779,2.36126;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71861.5,59428.5,-0.624402,1.9108;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772444,121191,-2.53805,1.88154;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99589,53123.4,1.23659,1.83367;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448157,166422,1.64659,-3.00043;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272533,261113,0.274511,-0.827448;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32081.5,31724.6,-0.0362912,-2.75321;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464120,382485,0.628333,1.08029;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715334,310421,-1.47458,2.01647;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346410,317733,0.382796,1.75477;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278571,260370,-0.261251,-0.664151;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976562,408098,1.5177,0.359727;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482469,194821,1.55584,-2.53947;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563372,81006.7,-2.62672,-0.03648;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155158,124734,-0.644195,-1.57537;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858335,856807,0.0391081,-2.34627;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221306,124056,1.17123,-1.19442;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401455,178803,-1.44723,-0.779527;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144947,108887,0.786689,0.429939;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247708,190496,0.730306,2.95657;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142938,134946,0.312764,1.81824;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518618,116948,-2.16787,-0.524051;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358106,337025,-0.34524,-0.554834;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364792,223519,-1.06061,1.95462;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76673.1,67792.8,-0.472246,-0.191817;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218547,105706,1.35411,2.78043;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113487,112128,0.0153061,0.57283;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925089,365391,1.57955,3.04973;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297170,281734,0.315595,-1.26861;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455970,191153,-1.51335,3.13724;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270439,265697,0.136396,-1.68109;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.08E+06,274562,-2.04958,0.772967;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447071,86263,2.32882,-2.13387;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693451,398558,1.1343,-0.390065;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440998,154155,-1.71026,-0.233272;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113306,80465.7,-0.874924,1.35143;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184091,127685,-0.890671,2.02069;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214397,154342,0.83394,-1.55187;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.28E+06,309184,-2.10231,2.33089;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82668.3,46016.6,-1.18691,2.86478;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332180,263631,-0.692201,1.5861;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573863,307032,1.23635,-0.829766;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132078,123950,0.352406,0.68265;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266177,114387,1.48451,-0.401806;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552542,238110,1.48274,-2.9216;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64194.2,53689.9,-0.590014,1.02433;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709177,287734,1.55031,-1.55532;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278351,200482,-0.841439,-2.5752;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107215,101901,0.249374,0.553235;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355266,346055,0.0265264,-2.23711;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382668,241276,-1.02218,1.25307;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361465,339329,-0.276911,-1.92663;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101832,80756.1,-0.644901,2.73001;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611384,123571,-2.28009,-3.03439;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417401,195181,1.38873,-0.760211;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486417,485710,0.0463141,0.515227;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284928,280752,-0.0885573,2.59348;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86912.8,38475.2,1.44021,0.675448;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131332,128960,-0.165838,2.06592;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.51E+06,190956,3.60487,0.0398499;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150711,110324,0.828562,-2.90604;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154479,108382,0.881779,-0.0128844;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104126,79593.1,0.76434,1.03263;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595598,235795,-1.57599,-1.36971;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373035,337850,-0.425382,-0.930903;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323226,211897,0.975342,1.17817;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128481,125333,-0.110552,0.0233599;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71410.8,70665.1,0.0458201,-2.75481;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250447,143057,1.15229,1.24668;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424475,118979,1.94344,-2.37027;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88203,85298.1,-0.0512157,2.49489;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817797,288271,-1.70257,1.06546;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231515,163132,0.871893,0.619422;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475650,244169,-1.28346,-2.89733;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377030,323194,-0.564384,-2.22346;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986854,290740,-1.89236,-2.79447;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449142,383239,0.531749,-3.08561;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440042,411462,0.324223,1.52627;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572476,167424,-1.89974,0.830702;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494899,308467,1.04464,-0.401525;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.99E+06,624041,-1.82425,-2.07476;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134227,131350,-0.163187,-2.68528;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146733,143490,0.153638,-1.28742;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191451,185463,-0.0191057,2.72283;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284168,239764,0.595205,-2.2059;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198555,163582,0.630796,-0.802512;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201503,181515,0.377812,-1.64551;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148500,59811.7,-1.55783,0.411444;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209115,190300,0.432826,2.11745;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535252,188271,1.69945,0.959454;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449250,238469,-1.24409,1.67824;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278041,215509,-0.71836,-2.10944;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144032,99584.2,0.912382,1.78545;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131511,114966,0.460088,-0.908603;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248649,236226,-0.300489,2.52447;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683098,373889,1.20783,1.48542;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244632,237331,0.191181,1.07185;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316944,80277.3,-2.04819,-2.75423;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01E+06,54090.8,-3.62338,-1.79706;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408391,288103,-0.878849,0.33918;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687833,184569,-1.98942,-1.83086;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691843,666213,0.0468297,3.09695;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220595,101583,-1.40428,1.44304;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206345,101318,1.32814,1.89042;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591943,52325,-3.11683,0.16486;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666905,178724,1.99015,-1.38478;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609970,189500,1.83586,2.08903;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395415,93812.4,2.11598,-0.47121;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149935,109264,0.83243,-0.323393;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149889,47839.2,-1.80659,-3.10503;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176236,65146.7,-1.64961,-2.09314;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330915,194723,1.11478,-2.07464;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428266,351884,-0.636232,-0.872046;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42051.6,33010.7,0.703782,-0.697285;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478977,402139,0.591304,-0.100758;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309630,106561,-1.72798,-1.83996;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182592,71456.5,1.58722,2.42323;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566356,74275.9,2.72004,-0.473683;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93079.2,92333.6,0.0434347,-1.85062;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505367,100636,-2.29646,-0.558175;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102477,96748.5,-0.284565,-1.49026;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243600,80431.3,1.77213,-1.60159;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510063,181280,-1.68832,1.03176;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471244,461046,0.168398,1.48564;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513739,84387.1,-2.49237,-1.88566;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202810,130086,-1.01215,1.9998;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648083,202613,-1.82926,1.1605;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175755,174365,0.00556098,-1.33049;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475528,142725,-1.87111,-1.44696;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154323,139573,0.440022,-1.20289;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152060,147257,-0.23436,-2.55914;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342560,201153,-1.11537,-0.913197;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307145,295915,0.24454,2.64865;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295832,228475,-0.737344,-1.22655;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119378,115334,0.178059,2.15882;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173140,105226,1.0785,0.939666;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259683,118429,-1.41849,1.22359;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183416,104355,-1.15106,1.58943;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223144,223018,0.011083,-1.37201;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215386,142697,-0.966926,0.432731;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119628,117692,0.0853044,-2.62091;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294333,134929,1.41091,-2.24736;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365810,32684.8,-3.10625,0.23811;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325687,192771,1.11426,0.644843;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422989,123865,1.899,-0.282146;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175561,88358,-1.30788,1.61847;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192594,161615,-0.596943,-0.776198;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126073,123659,0.0592111,-1.17666;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114870,108591,-0.248476,0.668184;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153153,78200.4,-1.29099,-2.4526;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.25E+06,259505,-2.25534,0.876359;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202758,150872,-0.802396,-2.5799;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215159,203361,-0.303793,-2.60749;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204142,202290,-0.102694,1.6461;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499327,400259,-0.680586,-1.77668;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139937,71899.7,-1.28118,1.9862;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145692,69000.1,1.37409,2.50473;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411382,116525,-1.93272,1.28798;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.66E+06,476244,1.92011,-2.71321;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431523,271399,-1.03707,1.41209;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275804,266963,0.249111,0.942158;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841805,202568,-2.10223,-2.69739;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340819,319355,0.355849,2.39376;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90256.1,85718,-0.258243,1.69877;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376604,289658,0.75097,0.0599483;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93540.7,76257.9,-0.658226,-0.742271;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127593,108821,0.561506,-2.34979;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169519,167346,-0.125502,0.279514;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316834,305174,0.220052,2.26622;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684375,672467,-0.155075,-1.2088;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98103.3,94885.2,0.0273616,1.16604;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690550,211451,-1.84806,1.96044;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409734,385101,0.328983,2.29832;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65301.3,62624.3,0.224067,-1.04697;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166526,94130,-1.15912,-0.37527;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340554,89046.8,-2.0152,-0.932404;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58260.1,41444.1,0.851701,-2.29113;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76944.4,50817.8,-0.960799,-2.17047;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310304,209941,0.937382,-1.91149;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491240,282643,1.14782,0.620169;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72584.1,65856,-0.44219,2.2636;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550070,498046,0.451239,-0.567145;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155625,114949,0.809188,3.00977;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794710,240939,1.86205,0.9867;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752597,285416,-1.6225,2.29215;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400663,274430,0.901728,-0.564574;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256203,239654,0.340522,-1.87165;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142107,123074,-0.537539,-0.567683;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564101,282797,1.31132,1.53166;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75684.5,62773.6,0.617365,-2.54866;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.29E+06,79762.3,-3.4767,-0.25058;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198194,69244,1.70434,1.7863;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411785,410850,0.0459915,-2.89387;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83352.9,63657.2,-0.742381,1.01912;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269432,268779,0.0329392,1.11322;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352537,183619,-1.26175,2.32675;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611037,216858,-1.695,1.83718;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161788,153427,0.306384,1.96868;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213026,153632,0.851359,-1.38539;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493018,221798,1.42236,2.975;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507448,81320.5,-2.51655,-2.62855;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533010,383330,0.855743,-0.786929;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680837,122554,-2.39927,3.10226;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390836,343861,0.499069,2.46304;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958153,283476,1.88476,3.03615;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196915,183026,0.33506,0.297196;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508521,496539,0.0384329,2.48205;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569334,426071,-0.756285,1.21243;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323073,113742,1.70396,0.425759;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701878,64080.7,-3.0846,0.374499;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366190,199928,-1.2132,-0.263596;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330881,183882,-1.18992,2.37296;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312830,194204,-1.05377,3.07659;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65449.3,61050.2,-0.363819,-0.348985;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117559,60865.4,1.27001,-0.707336;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791846,206668,2.0183,0.395676;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198969,196068,-0.144603,-2.50418;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187752,139934,-0.797657,1.44424;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497062,225970,-1.42368,-0.893412;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202852,180767,-0.440841,-2.87774;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629559,433588,0.914986,-2.00392;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245884,229012,-0.265964,-2.81862;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77606.7,65090.2,0.597815,-2.6881;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136377,122535,-0.316526,2.06875;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636496,563984,0.476529,1.92624;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422091,407926,-0.206925,2.09827;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213050,152925,-0.854181,-0.507151;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356131,142022,-1.56896,2.20244;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343283,314197,-0.402578,-0.56276;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320204,269502,0.56003,2.53833;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207384,203096,0.0558017,-0.469886;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393919,255517,0.997318,0.746435;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733368,163935,2.17785,2.91237;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143712,137099,0.278972,2.66017;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161122,138196,-0.553736,1.10175;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132445,103335,-0.733244,2.50529;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356363,272267,0.763163,-3.00383;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488612,236270,-1.35219,-0.400839;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551824,304965,1.19753,2.73929;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156738,119561,0.741105,-1.4349;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627623,145511,-2.1404,-1.96478;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176660,175351,-0.0391547,-0.0785546;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910571,474985,1.26731,2.1326;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277450,144899,1.26278,2.74996;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279315,259386,-0.380471,-0.254745;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447742,444964,-0.0829064,-2.88063;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595419,164812,-1.95621,1.28286;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374585,195516,-1.26545,-1.8132;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435036,337889,0.728527,-1.12474;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197515,193329,-0.173265,-0.912849;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82602.2,78794.3,-0.264583,-0.15832;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407751,222242,-1.21292,-2.17176;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932251,169706,2.3881,0.208899;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200990,122564,-1.07365,-0.849488;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316290,302903,0.286676,-0.632705;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313842,308192,0.087108,0.286923;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83149.8,70315.9,-0.579244,-2.0845;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159081,157247,0.0608496,-2.46375;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162970,113889,-0.884491,-1.44915;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166564,53352.1,1.80329,2.0266;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122889,47328.8,1.60399,-2.3757;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151730,94045,1.04858,2.28463;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433269,187174,1.48082,-2.6946;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
